LOCATION,TIME,Value
JPN,2013-Q2,1.838115024
JPN,2013-Q3,3.206148988
JPN,2013-Q4,3.150941416
JPN,2014-Q1,2.585641346
JPN,2014-Q2,-0.181189754
JPN,2014-Q3,-1.042460113
JPN,2014-Q4,-0.461242832
JPN,2015-Q1,0.257144104
JPN,2015-Q2,2.260462826
JPN,2015-Q3,2.260108788
JPN,2015-Q4,1.621263639
JPN,2016-Q1,0.806564725
JPN,2016-Q2,0.527855653
JPN,2016-Q3,0.618863963
JPN,2016-Q4,0.91946795
JPN,2017-Q1,0.998612137
JPN,2017-Q2,1.564219484
JPN,2017-Q3,2.15833762
JPN,2017-Q4,2.091781556
JPN,2018-Q1,1.432552619
JPN,2018-Q2,1.39434895
JPN,2018-Q3,-0.107738927
JPN,2018-Q4,-0.431873573
JPN,2019-Q1,-0.039339698
JPN,2019-Q2,0.073089721
JPN,2019-Q3,0.801754463
JPN,2019-Q4,-1.800490605
JPN,2020-Q1,-1.889553218
JPN,2020-Q2,-10.083103268
JPN,2020-Q3,-5.317707116
JPN,2020-Q4,-0.842442583
JPN,2021-Q1,-1.721338574
JPN,2021-Q2,7.388838567
JPN,2021-Q3,1.185812004
JPN,2021-Q4,0.412170371
KOR,2008-Q1,5.567555979
KOR,2008-Q2,4.315216973
KOR,2008-Q3,3.946152422
KOR,2008-Q4,-1.589977756
KOR,2009-Q1,-1.896186505
KOR,2009-Q2,-1.106362311
KOR,2009-Q3,1.028926786
KOR,2009-Q4,5.239425329
KOR,2010-Q1,7.204676456
KOR,2010-Q2,7.804557338
KOR,2010-Q3,5.881250359
KOR,2010-Q4,6.377779149
KOR,2011-Q1,5.307370682
KOR,2011-Q2,3.851242513
KOR,2011-Q3,3.205589616
KOR,2011-Q4,2.44390986
KOR,2012-Q1,2.375435273
KOR,2012-Q2,2.452028853
KOR,2012-Q3,2.376054121
KOR,2012-Q4,2.406572286
KOR,2013-Q1,2.403988302
KOR,2013-Q2,3.014827768
KOR,2013-Q3,3.473511616
KOR,2013-Q4,3.755183823
KOR,2014-Q1,3.824688709
KOR,2014-Q2,3.500273069
KOR,2014-Q3,2.930433986
KOR,2014-Q4,2.574595409
KOR,2015-Q1,2.480268289
KOR,2015-Q2,2.04324107
KOR,2015-Q3,3.232595765
KOR,2015-Q4,3.470945248
KOR,2016-Q1,2.926494945
KOR,2016-Q2,3.671215604
KOR,2016-Q3,2.630505148
KOR,2016-Q4,2.572190823
KOR,2017-Q1,3.242147538
KOR,2017-Q2,2.757337588
KOR,2017-Q3,3.767675681
KOR,2017-Q4,2.872493588
KOR,2018-Q1,3.062091596
KOR,2018-Q2,3.023521939
KOR,2018-Q3,2.217632527
KOR,2018-Q4,3.332470097
KOR,2019-Q1,1.955154074
KOR,2019-Q2,2.372984127
KOR,2019-Q3,2.085000621
KOR,2019-Q4,2.557298587
KOR,2020-Q1,1.466146721
KOR,2020-Q2,-2.648979526
KOR,2020-Q3,-0.765323943
KOR,2020-Q4,-0.838521051
KOR,2021-Q1,2.159842812
KOR,2021-Q2,6.254134737
KOR,2021-Q3,4.038118083
KOR,2021-Q4,4.165612121
LUX,2008-Q1,3.360666487
LUX,2008-Q2,0.011279991
LUX,2008-Q3,-0.077694162
LUX,2008-Q4,-4.516749601
LUX,2009-Q1,-7.313724218
LUX,2009-Q2,-5.119012108
LUX,2009-Q3,-2.284712245
LUX,2009-Q4,1.927611799
LUX,2010-Q1,5.728536601
LUX,2010-Q2,5.568658457
LUX,2010-Q3,1.723842315
LUX,2010-Q4,2.005656901
LUX,2011-Q1,1.43353695
LUX,2011-Q2,-0.62568991
LUX,2011-Q3,2.206906886
LUX,2011-Q4,1.132044618
LUX,2012-Q1,0.455507657
LUX,2012-Q2,1.427527924
LUX,2012-Q3,1.256960163
LUX,2012-Q4,3.394926031
LUX,2013-Q1,2.861265668
LUX,2013-Q2,4.866139591
LUX,2013-Q3,3.84127553
LUX,2013-Q4,1.156370758
LUX,2014-Q1,3.245268661
LUX,2014-Q2,-0.079266942
LUX,2014-Q3,1.927386059
LUX,2014-Q4,5.435705729
LUX,2015-Q1,2.525301306
LUX,2015-Q2,4.623170604
LUX,2015-Q3,2.007562975
LUX,2015-Q4,0.089088379
LUX,2016-Q1,3.830193138
LUX,2016-Q2,4.581639244
LUX,2016-Q3,5.849962774
LUX,2016-Q4,5.697354249
LUX,2017-Q1,1.070935307
LUX,2017-Q2,1.068493987
LUX,2017-Q3,1.612504933
LUX,2017-Q4,1.516171962
LUX,2018-Q1,3.38834087
LUX,2018-Q2,1.560124502
LUX,2018-Q3,1.495348296
LUX,2018-Q4,1.712550685
LUX,2019-Q1,2.677378736
LUX,2019-Q2,4.857518474
LUX,2019-Q3,3.166855965
LUX,2019-Q4,2.490826119
LUX,2020-Q1,-0.408020849
LUX,2020-Q2,-8.013470029
LUX,2020-Q3,0.051299773
LUX,2020-Q4,1.310071603
LUX,2021-Q1,5.146926968
LUX,2021-Q2,12.852455598
LUX,2021-Q3,5.119502756
LUX,2021-Q4,4.875703963
MEX,2008-Q1,1.60356147
MEX,2008-Q2,1.595815334
MEX,2008-Q3,1.28258586
MEX,2008-Q4,-0.760406868
MEX,2009-Q1,-5.660431239
MEX,2009-Q2,-7.755378335
MEX,2009-Q3,-5.019779037
MEX,2009-Q4,-1.841912447
MEX,2010-Q1,4.54332075
MEX,2010-Q2,7.282906056
MEX,2010-Q3,4.8346048
MEX,2010-Q4,3.922125707
MEX,2011-Q1,3.626788158
MEX,2011-Q2,3.041059156
MEX,2011-Q3,4.066370708
MEX,2011-Q4,3.94497475
MEX,2012-Q1,3.837725389
MEX,2012-Q2,4.177595656
MEX,2012-Q3,2.771372901
MEX,2012-Q4,2.975069394
MEX,2013-Q1,2.558275031
MEX,2013-Q2,1.109509507
MEX,2013-Q3,1.483526015
MEX,2013-Q4,1.185244693
MEX,2014-Q1,1.631552607
MEX,2014-Q2,3.488944538
MEX,2014-Q3,2.904287774
MEX,2014-Q4,3.400510768
MEX,2015-Q1,3.252439088
MEX,2015-Q2,3.150415573
MEX,2015-Q3,4.139178305
MEX,2015-Q4,2.709397046
MEX,2016-Q1,2.747144287
MEX,2016-Q2,1.987640406
MEX,2016-Q3,1.730077348
MEX,2016-Q4,3.128743829
MEX,2017-Q1,3.019556027
MEX,2017-Q2,2.920092593
MEX,2017-Q3,1.589535323
MEX,2017-Q4,1.831415108
MEX,2018-Q1,2.481227948
MEX,2018-Q2,2.144506592
MEX,2018-Q3,2.863550697
MEX,2018-Q4,1.268387348
MEX,2019-Q1,0.17122953
MEX,2019-Q2,-0.210169023
MEX,2019-Q3,-0.105045034
MEX,2019-Q4,-0.598088017
MEX,2020-Q1,-1.611668498
MEX,2020-Q2,-18.845050825
MEX,2020-Q3,-8.32104077
MEX,2020-Q4,-4.251282271
MEX,2021-Q1,-2.916873108
MEX,2021-Q2,19.581044943
MEX,2021-Q3,4.599729965
MEX,2021-Q4,1.20057713
NLD,2008-Q1,3.347400249
NLD,2008-Q2,3.327802565
NLD,2008-Q3,2.061055447
NLD,2008-Q4,0.034028853
NLD,2009-Q1,-3.875672173
NLD,2009-Q2,-4.344447473
NLD,2009-Q3,-3.843695076
NLD,2009-Q4,-2.62188036
NLD,2010-Q1,0.817613978
NLD,2010-Q2,1.257324097
NLD,2010-Q3,1.298589277
NLD,2010-Q4,1.82723588
NLD,2011-Q1,2.609041666
NLD,2011-Q2,2.069453852
NLD,2011-Q3,1.621153843
NLD,2011-Q4,-0.117624241
NLD,2012-Q1,-0.899171644
NLD,2012-Q2,-0.75916764
NLD,2012-Q3,-1.185036124
NLD,2012-Q4,-1.281519432
NLD,2013-Q1,-0.754979428
NLD,2013-Q2,-0.985905847
NLD,2013-Q3,0.039970728
NLD,2013-Q4,1.38497114
NLD,2014-Q1,0.962696116
NLD,2014-Q2,1.737896984
NLD,2014-Q3,1.380732704
NLD,2014-Q4,1.643506055
NLD,2015-Q1,2.34598117
NLD,2015-Q2,2.064727176
NLD,2015-Q3,2.159549803
NLD,2015-Q4,1.267955687
NLD,2016-Q1,1.594948325
NLD,2016-Q2,1.520433163
NLD,2016-Q3,2.30395343
NLD,2016-Q4,3.144898161
NLD,2017-Q1,2.732828044
NLD,2017-Q2,3.392672588
NLD,2017-Q3,2.993920187
NLD,2017-Q4,2.937041833
NLD,2018-Q1,2.815785276
NLD,2018-Q2,2.557864465
NLD,2018-Q3,2.109475019
NLD,2018-Q4,1.807199253
NLD,2019-Q1,2.02216115
NLD,2019-Q2,1.810296957
NLD,2019-Q3,1.888930804
NLD,2019-Q4,1.910179306
NLD,2020-Q1,-0.37328283
NLD,2020-Q2,-9.097024391
NLD,2020-Q3,-2.629024798
NLD,2020-Q4,-3.117371989
NLD,2021-Q1,-2.007118904
NLD,2021-Q2,10.965909955
NLD,2021-Q3,5.318738406
NLD,2021-Q4,6.380866649
NZL,2008-Q1,1.508056031
NZL,2008-Q2,0.290305434
NZL,2008-Q3,-0.78939892
NZL,2008-Q4,-1.616726433
NZL,2009-Q1,-2.300625965
NZL,2009-Q2,-2.058871494
NZL,2009-Q3,-1.237497188
NZL,2009-Q4,0.691913264
NZL,2010-Q1,2.049009819
NZL,2010-Q2,2.828539316
NZL,2010-Q3,2.066937288
NZL,2010-Q4,0.263819866
NZL,2011-Q1,1.027376317
NZL,2011-Q2,0.823803259
NZL,2011-Q3,2.11639138
NZL,2011-Q4,3.239097622
NZL,2012-Q1,2.754181715
NZL,2012-Q2,2.581707219
NZL,2012-Q3,1.792349727
NZL,2012-Q4,2.766033113
NZL,2013-Q1,1.816360994
NZL,2013-Q2,2.663509335
NZL,2013-Q3,2.994514611
NZL,2013-Q4,1.682239397
NZL,2014-Q1,3.527415093
NZL,2014-Q2,2.855563392
NZL,2014-Q3,3.568924016
NZL,2014-Q4,4.995367657
NZL,2015-Q1,3.776080477
NZL,2015-Q2,3.986507775
NZL,2015-Q3,3.791816119
NZL,2015-Q4,3.194612019
NZL,2016-Q1,4.060530993
NZL,2016-Q2,4.28281172
NZL,2016-Q3,4.131109387
NZL,2016-Q4,3.42378501
NZL,2017-Q1,3.279338957
NZL,2017-Q2,3.406197125
NZL,2017-Q3,3.415228839
NZL,2017-Q4,3.911114111
NZL,2018-Q1,3.557708368
NZL,2018-Q2,3.612984266
NZL,2018-Q3,3.060121815
NZL,2018-Q4,3.523585289
NZL,2019-Q1,3.220967742
NZL,2019-Q2,2.66709204
NZL,2019-Q3,3.274287076
NZL,2019-Q4,2.368441691
NZL,2020-Q1,0.442208229
NZL,2020-Q2,-10.391224636
NZL,2020-Q3,1.066055441
NZL,2020-Q4,0.335555045
NZL,2021-Q1,3.201617922
NZL,2021-Q2,17.855532822
NZL,2021-Q3,-0.217659325
NZL,2021-Q4,3.118318979
NOR,2008-Q1,1.097354766
NOR,2008-Q2,1.149481624
NOR,2008-Q3,-0.314547504
NOR,2008-Q4,-1.078735198
NOR,2009-Q1,-0.647336721
NOR,2009-Q2,-1.570354162
NOR,2009-Q3,-1.326673352
NOR,2009-Q4,-1.582324827
NOR,2010-Q1,1.17341442
NOR,2010-Q2,0.986263818
NOR,2010-Q3,-1.583117556
NOR,2010-Q4,1.125758917
NOR,2011-Q1,-0.716850427
NOR,2011-Q2,-0.065040358
NOR,2011-Q3,4.129197076
NOR,2011-Q4,1.338047272
NOR,2012-Q1,3.439979648
NOR,2012-Q2,4.114329873
NOR,2012-Q3,0.978067388
NOR,2012-Q4,1.750952373
NOR,2013-Q1,-0.259778138
NOR,2013-Q2,0.224397702
NOR,2013-Q3,2.696098976
NOR,2013-Q4,1.682972714
NOR,2014-Q1,2.058856329
NOR,2014-Q2,2.075706131
NOR,2014-Q3,1.509161811
NOR,2014-Q4,2.932518752
NOR,2015-Q1,2.136302822
NOR,2015-Q2,1.924428113
NOR,2015-Q3,2.68709773
NOR,2015-Q4,0.556183286
NOR,2016-Q1,0.949763569
NOR,2016-Q2,0.385706397
NOR,2016-Q3,-1.081657864
NOR,2016-Q4,1.131210516
NOR,2017-Q1,2.000701794
NOR,2017-Q2,3.016079238
NOR,2017-Q3,4.041466204
NOR,2017-Q4,2.081467905
NOR,2018-Q1,1.863449402
NOR,2018-Q2,1.194846951
NOR,2018-Q3,1.139360105
NOR,2018-Q4,1.753153678
NOR,2019-Q1,0.688701644
NOR,2019-Q2,0.559523366
NOR,2019-Q3,0.148885882
NOR,2019-Q4,1.549642783
NOR,2020-Q1,0.491073338
NOR,2020-Q2,-4.363527272
NOR,2020-Q3,-0.295535243
NOR,2020-Q4,-1.077017114
NOR,2021-Q1,0.213031669
NOR,2021-Q2,5.909962451
NOR,2021-Q3,5.364188889
NOR,2021-Q4,4.711182522
POL,2008-Q1,6.237085775
POL,2008-Q2,5.295227485
POL,2008-Q3,3.189541943
POL,2008-Q4,2.233839054
POL,2009-Q1,1.893858505
POL,2009-Q2,1.693680304
POL,2009-Q3,2.627167212
POL,2009-Q4,4.663035213
POL,2010-Q1,2.60101157
POL,2010-Q2,4.118729303
POL,2010-Q3,4.885076395
POL,2010-Q4,3.431535565
POL,2011-Q1,5.042055196
POL,2011-Q2,4.844438571
POL,2011-Q3,4.812914618
POL,2011-Q4,4.456022278
POL,2012-Q1,3.362163902
POL,2012-Q2,1.75033175
POL,2012-Q3,0.895997865
POL,2012-Q4,-0.26719845
POL,2013-Q1,-0.272455053
POL,2013-Q2,1.049422055
POL,2013-Q3,1.369326743
POL,2013-Q4,2.175390462
POL,2014-Q1,3.164913312
POL,2014-Q2,3.228224734
POL,2014-Q3,3.308633404
POL,2014-Q4,3.711478524
POL,2015-Q1,4.105162908
POL,2015-Q2,3.743780912
POL,2015-Q3,4.183960498
POL,2015-Q4,4.795829117
POL,2016-Q1,3.022186239
POL,2016-Q2,3.561817946
POL,2016-Q3,2.519999929
POL,2016-Q4,3.589764542
POL,2017-Q1,4.87138456
POL,2017-Q2,4.432483479
POL,2017-Q3,5.324168027
POL,2017-Q4,4.796703263
POL,2018-Q1,5.115134995
POL,2018-Q2,5.593328568
POL,2018-Q3,5.825028303
POL,2018-Q4,4.946350003
POL,2019-Q1,5.525955492
POL,2019-Q2,4.953590128
POL,2019-Q3,4.517193662
POL,2019-Q4,4.046865222
POL,2020-Q1,2.606527216
POL,2020-Q2,-7.466626348
POL,2020-Q3,-1.563538417
POL,2020-Q4,-2.068446882
POL,2021-Q1,-1.127708214
POL,2021-Q2,10.956546573
POL,2021-Q3,6.062586945
POL,2021-Q4,7.979761174
PRT,2008-Q1,1.783361064
PRT,2008-Q2,0.835148152
PRT,2008-Q3,0.544806431
PRT,2008-Q4,-1.851532345
PRT,2009-Q1,-4.328946865
PRT,2009-Q2,-3.769342325
PRT,2009-Q3,-2.840185393
PRT,2009-Q4,-1.521659332
PRT,2010-Q1,1.852117731
PRT,2010-Q2,2.323261872
PRT,2010-Q3,1.513466221
PRT,2010-Q4,1.268103738
PRT,2011-Q1,-0.222233209
PRT,2011-Q2,-1.196017007
PRT,2011-Q3,-2.049629081
PRT,2011-Q4,-3.310166708
PRT,2012-Q1,-3.19826619
PRT,2012-Q2,-4.091744129
PRT,2012-Q3,-4.428694766
PRT,2012-Q4,-4.527642954
PRT,2013-Q1,-3.604207477
PRT,2013-Q2,-1.546055897
PRT,2013-Q3,-0.560105728
PRT,2013-Q4,2.143056093
PRT,2014-Q1,1.066874721
PRT,2014-Q2,0.639918033
PRT,2014-Q3,0.875727424
PRT,2014-Q4,0.590349244
PRT,2015-Q1,1.892981477
PRT,2015-Q2,1.857357964
PRT,2015-Q3,1.876774457
PRT,2015-Q4,1.543573076
PRT,2016-Q1,1.363934383
PRT,2016-Q2,1.365877713
PRT,2016-Q3,2.439463797
PRT,2016-Q4,2.901011108
PRT,2017-Q1,3.622097634
PRT,2017-Q2,3.834597164
PRT,2017-Q3,3.342896141
PRT,2017-Q4,3.233822787
PRT,2018-Q1,2.781332358
PRT,2018-Q2,3.06183269
PRT,2018-Q3,2.888588032
PRT,2018-Q4,2.667707197
PRT,2019-Q1,2.824818654
PRT,2019-Q2,2.605571366
PRT,2019-Q3,2.540924798
PRT,2019-Q4,2.760682184
PRT,2020-Q1,-2.634006101
PRT,2020-Q2,-17.945345509
PRT,2020-Q3,-6.338843252
PRT,2020-Q4,-6.849308042
PRT,2021-Q1,-5.398154892
PRT,2021-Q2,16.487184295
PRT,2021-Q3,4.350769623
PRT,2021-Q4,5.869642628
SVK,2008-Q1,8.445381657
SVK,2008-Q2,7.148887717
SVK,2008-Q3,6.155490473
SVK,2008-Q4,1.010496616
SVK,2009-Q1,-6.054620098
SVK,2009-Q2,-5.68343153
SVK,2009-Q3,-5.401374272
SVK,2009-Q4,-4.710532536
SVK,2010-Q1,7.354662236
SVK,2010-Q2,6.843989659
SVK,2010-Q3,6.190170764
SVK,2010-Q4,4.85645206
SVK,2011-Q1,3.304210818
SVK,2011-Q2,2.816991635
SVK,2011-Q3,2.170012582
SVK,2011-Q4,2.277577596
SVK,2012-Q1,2.175226266
SVK,2012-Q2,1.638873461
SVK,2012-Q3,1.261523973
SVK,2012-Q4,0.375459348
SVK,2013-Q1,0.174501846
SVK,2013-Q2,0.334213523
SVK,2013-Q3,0.704660113
SVK,2013-Q4,1.405048987
SVK,2014-Q1,1.993151549
SVK,2014-Q2,2.442377097
SVK,2014-Q3,2.956273567
SVK,2014-Q4,3.494255825
SVK,2015-Q1,4.841112414
SVK,2015-Q2,5.342842979
SVK,2015-Q3,5.53762226
SVK,2015-Q4,5.136719367
SVK,2016-Q1,3.125137264
SVK,2016-Q2,2.107542165
SVK,2016-Q3,1.319502166
SVK,2016-Q4,1.209844996
SVK,2017-Q1,2.090136549
SVK,2017-Q2,2.792111345
SVK,2017-Q3,3.242815708
SVK,2017-Q4,3.784602642
SVK,2018-Q1,3.709352789
SVK,2018-Q2,3.917800453
SVK,2018-Q3,4.091671405
SVK,2018-Q4,3.462129594
SVK,2019-Q1,3.597508886
SVK,2019-Q2,2.787283341
SVK,2019-Q3,2.035528051
SVK,2019-Q4,2.026661787
SVK,2020-Q1,-2.804286447
SVK,2020-Q2,-10.127253048
SVK,2020-Q3,-2.216534754
SVK,2020-Q4,-2.30236364
SVK,2021-Q1,0.190504277
SVK,2021-Q2,10.030445541
SVK,2021-Q3,1.248037643
SVK,2021-Q4,1.169964389
ESP,2008-Q1,2.544256265
ESP,2008-Q2,1.74439843
ESP,2008-Q3,0.78426446
ESP,2008-Q4,-1.475769982
ESP,2009-Q1,-4.24945107
ESP,2009-Q2,-4.364255549
ESP,2009-Q3,-3.985540796
ESP,2009-Q4,-2.430336859
ESP,2010-Q1,0.15163904
ESP,2010-Q2,0.31260338
ESP,2010-Q3,0.05007437
ESP,2010-Q4,0.137639866
ESP,2011-Q1,0.009648641
ESP,2011-Q2,-0.456512717
ESP,2011-Q3,-1.051035465
ESP,2011-Q4,-1.758701814
ESP,2012-Q1,-2.527328994
ESP,2012-Q2,-3.157385348
ESP,2012-Q3,-3.022491654
ESP,2012-Q4,-3.133862306
ESP,2013-Q1,-2.530045721
ESP,2013-Q2,-1.670138916
ESP,2013-Q3,-1.220482784
ESP,2013-Q4,-0.295494008
ESP,2014-Q1,0.391740256
ESP,2014-Q2,0.945221705
ESP,2014-Q3,1.74793584
ESP,2014-Q4,2.450614801
ESP,2015-Q1,3.246965453
ESP,2015-Q2,3.873276253
ESP,2015-Q3,4.048558095
ESP,2015-Q4,4.162744164
ESP,2016-Q1,3.678792401
ESP,2016-Q2,3.008578363
ESP,2016-Q3,2.985140797
ESP,2016-Q4,2.470572308
ESP,2017-Q1,2.588779171
ESP,2017-Q2,3.257293623
ESP,2017-Q3,2.940226867
ESP,2017-Q4,3.105170881
ESP,2018-Q1,2.679684843
ESP,2018-Q2,2.184344364
ESP,2018-Q3,2.123714933
ESP,2018-Q4,2.173890457
ESP,2019-Q1,2.401358009
ESP,2019-Q2,2.176754078
ESP,2019-Q3,2.035871746
ESP,2019-Q4,1.733430049
ESP,2020-Q1,-4.326540789
ESP,2020-Q2,-21.50187491
ESP,2020-Q3,-8.661583225
ESP,2020-Q4,-8.801676573
ESP,2021-Q1,-4.08938036
ESP,2021-Q2,17.784211674
ESP,2021-Q3,3.471848443
ESP,2021-Q4,5.536334708
SWE,2008-Q1,1.645213164
SWE,2008-Q2,1.060487111
SWE,2008-Q3,-0.218373508
SWE,2008-Q4,-4.829894093
SWE,2009-Q1,-5.496081029
SWE,2009-Q2,-5.3820976
SWE,2009-Q3,-4.953113132
SWE,2009-Q4,-1.011260836
SWE,2010-Q1,3.159500882
SWE,2010-Q2,5.20948002
SWE,2010-Q3,6.545400299
SWE,2010-Q4,7.772004239
SWE,2011-Q1,5.343373092
SWE,2011-Q2,3.555252081
SWE,2011-Q3,3.647338208
SWE,2011-Q4,0.573046163
SWE,2012-Q1,0.388506692
SWE,2012-Q2,0.217895901
SWE,2012-Q3,-1.206826226
SWE,2012-Q4,-0.509111159
SWE,2013-Q1,0.692929244
SWE,2013-Q2,0.436795063
SWE,2013-Q3,1.026319925
SWE,2013-Q4,2.462908834
SWE,2014-Q1,1.893831159
SWE,2014-Q2,2.84324164
SWE,2014-Q3,3.105510909
SWE,2014-Q4,3.17093944
SWE,2015-Q1,3.772830428
SWE,2015-Q2,3.94783718
SWE,2015-Q3,4.63733995
SWE,2015-Q4,4.597407541
SWE,2016-Q1,3.087769693
SWE,2016-Q2,2.119699821
SWE,2016-Q3,1.041746432
SWE,2016-Q4,1.169226987
SWE,2017-Q1,1.710225999
SWE,2017-Q2,2.987757835
SWE,2017-Q3,3.635771424
SWE,2017-Q4,2.898597061
SWE,2018-Q1,2.820903418
SWE,2018-Q2,2.565546203
SWE,2018-Q3,0.810696432
SWE,2018-Q4,1.935135068
SWE,2019-Q1,2.09248656
SWE,2019-Q2,1.639994396
SWE,2019-Q3,2.637709813
SWE,2019-Q4,1.694323703
SWE,2020-Q1,0.979748777
SWE,2020-Q2,-7.718758286
SWE,2020-Q3,-1.085155334
SWE,2020-Q4,-1.496892464
SWE,2021-Q1,0.228283603
SWE,2021-Q2,9.847597483
SWE,2021-Q3,4.341494078
SWE,2021-Q4,5.632769935
CHE,2008-Q1,4.375602842
CHE,2008-Q2,3.814127582
CHE,2008-Q3,3.242671991
CHE,2008-Q4,-0.730203904
CHE,2009-Q1,-3.110929925
CHE,2009-Q2,-3.38860788
CHE,2009-Q3,-2.648861679
CHE,2009-Q4,1.010801332
CHE,2010-Q1,3.341087581
CHE,2010-Q2,3.566163773
CHE,2010-Q3,2.996110537
CHE,2010-Q4,2.917642901
CHE,2011-Q1,2.850559186
CHE,2011-Q2,2.485021687
CHE,2011-Q3,1.502454982
CHE,2011-Q4,0.846863489
CHE,2012-Q1,1.241696909
CHE,2012-Q2,0.710435357
CHE,2012-Q3,1.798926989
CHE,2012-Q4,1.591942756
CHE,2013-Q1,0.983079969
CHE,2013-Q2,1.947284131
CHE,2013-Q3,2.019395775
CHE,2013-Q4,2.453463271
CHE,2014-Q1,2.653480985
CHE,2014-Q2,2.430302898
CHE,2014-Q3,2.206515929
CHE,2014-Q4,2.405981913
CHE,2015-Q1,1.595092302
CHE,2015-Q2,1.636317362
CHE,2015-Q3,1.719628015
CHE,2015-Q4,1.598864619
CHE,2016-Q1,2.199255373
CHE,2016-Q2,2.000243546
CHE,2016-Q3,1.908041789
CHE,2016-Q4,1.842998863
CHE,2017-Q1,1.584423339
CHE,2017-Q2,1.36511839
CHE,2017-Q3,1.45060078
CHE,2017-Q4,2.207241774
CHE,2018-Q1,3.126286297
CHE,2018-Q2,3.764519731
CHE,2018-Q3,2.880844044
CHE,2018-Q4,2.004461297
CHE,2019-Q1,1.188197888
CHE,2019-Q2,0.674194237
CHE,2019-Q3,1.425650407
CHE,2019-Q4,1.681028585
CHE,2020-Q1,-0.18892767
CHE,2020-Q2,-6.698732791
CHE,2020-Q3,-1.332212697
CHE,2020-Q4,-1.771896579
CHE,2021-Q1,-0.424986282
CHE,2021-Q2,8.179251652
CHE,2021-Q3,3.675325965
CHE,2021-Q4,3.798468487
TUR,2008-Q1,6.263136295
TUR,2008-Q2,2.460997175
TUR,2008-Q3,0.012943583
TUR,2008-Q4,-5.762221898
TUR,2009-Q1,-12.933908436
TUR,2009-Q2,-6.113517389
TUR,2009-Q3,-2.085237668
TUR,2009-Q4,2.428114659
TUR,2010-Q1,8.25769382
TUR,2010-Q2,8.042974126
TUR,2010-Q3,8.438593135
TUR,2010-Q4,9.577551982
TUR,2011-Q1,12.378786378
TUR,2011-Q2,11.238746556
TUR,2011-Q3,11.117671024
TUR,2011-Q4,9.320906415
TUR,2012-Q1,5.960009344
TUR,2012-Q2,4.907950841
TUR,2012-Q3,3.994314266
TUR,2012-Q4,4.24628335
TUR,2013-Q1,8.263883862
TUR,2013-Q2,9.54976744
TUR,2013-Q3,9.228090256
TUR,2013-Q4,7.713279186
TUR,2014-Q1,7.683130316
TUR,2014-Q2,2.914726553
TUR,2014-Q3,3.921101733
TUR,2014-Q4,5.117751062
TUR,2015-Q1,4.08566093
TUR,2015-Q2,7.414384034
TUR,2015-Q3,6.306599319
TUR,2015-Q4,6.117065331
TUR,2016-Q1,4.524423533
TUR,2016-Q2,4.428795264
TUR,2016-Q3,0.03215391
TUR,2016-Q4,4.326189325
TUR,2017-Q1,5.373309812
TUR,2017-Q2,6.255758034
TUR,2017-Q3,11.051091386
TUR,2017-Q4,7.233754818
TUR,2018-Q1,7.339411257
TUR,2018-Q2,5.636345808
TUR,2018-Q3,2.364885926
TUR,2018-Q4,-2.725967819
TUR,2019-Q1,-2.311554833
TUR,2019-Q2,-0.639931668
TUR,2019-Q3,1.05548801
TUR,2019-Q4,5.803424559
TUR,2020-Q1,4.292928455
TUR,2020-Q2,-9.102578515
TUR,2020-Q3,5.751517577
TUR,2020-Q4,5.582396764
TUR,2021-Q1,7.430158896
TUR,2021-Q2,22.429092907
TUR,2021-Q3,8.096800725
TUR,2021-Q4,8.426259076
GBR,2008-Q1,2.151563217
GBR,2008-Q2,1.221949385
GBR,2008-Q3,-0.962349917
GBR,2008-Q4,-3.320767748
GBR,2009-Q1,-5.632456088
GBR,2009-Q2,-5.502992341
GBR,2009-Q3,-4.012850455
GBR,2009-Q4,-1.74462856
GBR,2010-Q1,0.757554435
GBR,2010-Q2,2.220528157
GBR,2010-Q3,2.872013926
GBR,2010-Q4,2.677474078
GBR,2011-Q1,2.436718381
GBR,2011-Q2,1.391040146
GBR,2011-Q3,1.006848766
GBR,2011-Q4,1.013432351
GBR,2012-Q1,1.229862393
GBR,2012-Q2,1.06810114
GBR,2012-Q3,1.980047042
GBR,2012-Q4,1.599090407
GBR,2013-Q1,1.378622952
GBR,2013-Q2,2.104918318
GBR,2013-Q3,1.64357186
GBR,2013-Q4,2.43100616
GBR,2014-Q1,2.913931109
GBR,2014-Q2,3.066294921
GBR,2014-Q3,2.974231655
GBR,2014-Q4,3.009588264
GBR,2015-Q1,2.715634012
GBR,2015-Q2,2.646630585
GBR,2015-Q3,2.503972696
GBR,2015-Q4,2.62565875
GBR,2016-Q1,2.418570476
GBR,2016-Q2,2.25477174
GBR,2016-Q3,2.161200344
GBR,2016-Q4,2.221510058
GBR,2017-Q1,2.433388147
GBR,2017-Q2,2.161879072
GBR,2017-Q3,2.144633837
GBR,2017-Q4,1.803513159
GBR,2018-Q1,1.385648092
GBR,2018-Q2,1.624075789
GBR,2018-Q3,1.829927604
GBR,2018-Q4,1.761540578
GBR,2019-Q1,2.172956661
GBR,2019-Q2,1.752346376
GBR,2019-Q3,1.577667941
GBR,2019-Q4,1.192769962
GBR,2020-Q1,-1.992409698
GBR,2020-Q2,-21.138315396
GBR,2020-Q3,-7.685695183
GBR,2020-Q4,-6.275249554
