LOCATION,TIME,Value
GBR,2021-Q1,-4.973358628
GBR,2021-Q2,24.492977962
GBR,2021-Q3,6.857504167
GBR,2021-Q4,6.639327703
USA,2008-Q1,1.446803001
USA,2008-Q2,1.380132559
USA,2008-Q3,0.242202378
USA,2008-Q4,-2.54033926
USA,2009-Q1,-3.282392444
USA,2009-Q2,-3.995504779
USA,2009-Q3,-3.137675003
USA,2009-Q4,0.081657584
USA,2010-Q1,1.768457232
USA,2010-Q2,2.927467845
USA,2010-Q3,3.349193814
USA,2010-Q4,2.788449691
USA,2011-Q1,2.030608191
USA,2011-Q2,1.737905069
USA,2011-Q3,0.918220848
USA,2011-Q4,1.522691524
USA,2012-Q1,2.600249298
USA,2012-Q2,2.37381635
USA,2012-Q3,2.592622977
USA,2012-Q4,1.566064346
USA,2013-Q1,1.616301095
USA,2013-Q2,1.29617049
USA,2013-Q3,1.91984462
USA,2013-Q4,2.532049778
USA,2014-Q1,1.294055859
USA,2014-Q2,2.451999168
USA,2014-Q3,2.831456926
USA,2014-Q4,2.563759666
USA,2015-Q1,3.761202773
USA,2015-Q2,3.039854675
USA,2015-Q3,2.182668511
USA,2015-Q4,1.874684059
USA,2016-Q1,1.648190603
USA,2016-Q2,1.36762965
USA,2016-Q3,1.648263356
USA,2016-Q4,2.004177046
USA,2017-Q1,1.88527887
USA,2017-Q2,2.146716583
USA,2017-Q3,2.266564638
USA,2017-Q4,2.717885582
USA,2018-Q1,3.015311883
USA,2018-Q2,3.296152283
USA,2018-Q3,3.052885912
USA,2018-Q4,2.320617095
USA,2019-Q1,2.153001514
USA,2019-Q2,2.111478836
USA,2019-Q3,2.318325998
USA,2019-Q4,2.569423535
USA,2020-Q1,0.630785164
USA,2020-Q2,-9.083737424
USA,2020-Q3,-2.887505989
USA,2020-Q4,-2.262915243
USA,2021-Q1,0.546976803
USA,2021-Q2,12.226677108
USA,2021-Q3,4.946555569
USA,2021-Q4,5.533484038
ARG,2008-Q1,7.678435763
ARG,2008-Q2,6.031637771
ARG,2008-Q3,5.435502475
ARG,2008-Q4,-2.56171394
ARG,2009-Q1,-6.966501367
ARG,2009-Q2,-9.519215435
ARG,2009-Q3,-6.711869258
ARG,2009-Q4,-0.250829356
ARG,2010-Q1,6.686803872
ARG,2010-Q2,13.971432988
ARG,2010-Q3,10.25540071
ARG,2010-Q4,9.684600874
ARG,2011-Q1,9.022767936
ARG,2011-Q2,5.291968801
ARG,2011-Q3,5.606726221
ARG,2011-Q4,4.259553269
ARG,2012-Q1,0.732958456
ARG,2012-Q2,-3.646865113
ARG,2012-Q3,-1.391807518
ARG,2012-Q4,0.208687869
ARG,2013-Q1,1.28354624
ARG,2013-Q2,5.455731055
ARG,2013-Q3,2.868934093
ARG,2013-Q4,0.149128304
ARG,2014-Q1,-1.332646905
ARG,2014-Q2,-2.437128754
ARG,2014-Q3,-3.859252782
ARG,2014-Q4,-2.406161351
ARG,2015-Q1,0.547145065
ARG,2015-Q2,3.52373989
ARG,2015-Q3,4.281990028
ARG,2015-Q4,2.59715538
ARG,2016-Q1,0.205610807
ARG,2016-Q2,-3.629727784
ARG,2016-Q3,-3.280521352
ARG,2016-Q4,-1.558971264
ARG,2017-Q1,0.246523239
ARG,2017-Q2,2.948799021
ARG,2017-Q3,3.827760822
ARG,2017-Q4,4.276272141
ARG,2018-Q1,3.016802734
ARG,2018-Q2,-2.738204866
ARG,2018-Q3,-4.128024014
ARG,2018-Q4,-6.458598257
ARG,2019-Q1,-6.042871752
ARG,2019-Q2,-0.828038499
ARG,2019-Q3,-0.343746594
ARG,2019-Q4,-0.668267511
ARG,2020-Q1,-4.89093835
ARG,2020-Q2,-19.666189844
ARG,2020-Q3,-10.269810145
ARG,2020-Q4,-4.634977426
ARG,2021-Q1,2.630031812
ARG,2021-Q2,19.940936159
ARG,2021-Q3,11.540291017
ARG,2021-Q4,8.438045629
BRA,2008-Q1,5.367294116
BRA,2008-Q2,6.161941667
BRA,2008-Q3,6.645467665
BRA,2008-Q4,1.028180615
BRA,2009-Q1,-1.505857095
BRA,2009-Q2,-1.980365646
BRA,2009-Q3,-1.139223438
BRA,2009-Q4,5.354997068
BRA,2010-Q1,9.272547173
BRA,2010-Q2,8.367042782
BRA,2010-Q3,6.971387477
BRA,2010-Q4,5.751605457
BRA,2011-Q1,4.884298798
BRA,2011-Q2,4.884727737
BRA,2011-Q3,3.600611328
BRA,2011-Q4,3.024986539
BRA,2012-Q1,0.283412578
BRA,2012-Q2,1.016250929
BRA,2012-Q3,2.969637117
BRA,2012-Q4,2.159028152
BRA,2013-Q1,3.932478324
BRA,2013-Q2,3.898600827
BRA,2013-Q3,2.483899358
BRA,2013-Q4,2.58881373
BRA,2014-Q1,3.043836701
BRA,2014-Q2,-0.190156595
BRA,2014-Q3,-0.54488021
BRA,2014-Q4,-0.163056093
BRA,2015-Q1,-1.705488856
BRA,2015-Q2,-2.797278981
BRA,2015-Q3,-4.21337759
BRA,2015-Q4,-5.446778529
BRA,2016-Q1,-6.32218655
BRA,2016-Q2,-3.289147381
BRA,2016-Q3,-2.430235088
BRA,2016-Q4,-1.863953944
BRA,2017-Q1,0.85980181
BRA,2017-Q2,1.04766177
BRA,2017-Q3,1.971405264
BRA,2017-Q4,2.614454052
BRA,2018-Q1,2.017177859
BRA,2018-Q2,1.431690905
BRA,2018-Q3,2.039517644
BRA,2018-Q4,1.271590086
BRA,2019-Q1,1.105013925
BRA,2019-Q2,1.600897457
BRA,2019-Q3,0.746633004
BRA,2019-Q4,1.423356557
BRA,2020-Q1,-1.421086703
BRA,2020-Q2,-10.652333519
BRA,2020-Q3,-3.655930359
BRA,2020-Q4,-0.988521541
BRA,2021-Q1,2.592373449
BRA,2021-Q2,12.210517969
BRA,2021-Q3,4.068639414
BRA,2021-Q4,1.599252423
CHL,2008-Q1,5.37318059
CHL,2008-Q2,4.415611015
CHL,2008-Q3,3.28079019
CHL,2008-Q4,0.561112149
CHL,2009-Q1,-1.99326375
CHL,2009-Q2,-2.660108913
CHL,2009-Q3,-0.686240264
CHL,2009-Q4,1.349222364
CHL,2010-Q1,2.174024178
CHL,2010-Q2,6.260029721
CHL,2010-Q3,7.468611937
CHL,2010-Q4,7.425977862
CHL,2011-Q1,8.327755967
CHL,2011-Q2,6.277765559
CHL,2011-Q3,4.506258176
CHL,2011-Q4,5.523533354
CHL,2012-Q1,6.451515181
CHL,2012-Q2,6.888845719
CHL,2012-Q3,7.033017899
CHL,2012-Q4,5.376612661
CHL,2013-Q1,4.162744342
CHL,2013-Q2,3.067662724
CHL,2013-Q3,2.839163575
CHL,2013-Q4,2.677741171
CHL,2014-Q1,2.170588572
CHL,2014-Q2,2.032902465
CHL,2014-Q3,0.990864732
CHL,2014-Q4,1.728204819
CHL,2015-Q1,2.120734325
CHL,2015-Q2,2.272871332
CHL,2015-Q3,2.285546932
CHL,2015-Q4,1.897820741
CHL,2016-Q1,2.488318806
CHL,2016-Q2,0.99127559
CHL,2016-Q3,2.018727459
CHL,2016-Q4,1.113733559
CHL,2017-Q1,-0.533475081
CHL,2017-Q2,1.150475781
CHL,2017-Q3,2.422941946
CHL,2017-Q4,3.30543735
CHL,2018-Q1,5.065323861
CHL,2018-Q2,5.131864366
CHL,2018-Q3,2.778940912
CHL,2018-Q4,3.193849336
CHL,2019-Q1,1.730797768
CHL,2019-Q2,1.668725131
CHL,2019-Q3,2.306289003
CHL,2019-Q4,-2.837568419
CHL,2020-Q1,-0.591104174
CHL,2020-Q2,-14.226994144
CHL,2020-Q3,-9.865248766
CHL,2020-Q4,0.098664143
CHL,2021-Q1,1.536045812
CHL,2021-Q2,18.252847806
CHL,2021-Q3,17.214642109
CHL,2021-Q4,11.732267174
EST,2008-Q1,-2.231634601
EST,2008-Q2,-1.622400327
EST,2008-Q3,-1.772982534
EST,2008-Q4,-12.838646962
EST,2009-Q1,-13.223559503
EST,2009-Q2,-16.995007045
EST,2009-Q3,-18.666624229
EST,2009-Q4,-7.354948334
EST,2010-Q1,-3.519528481
EST,2010-Q2,1.115470002
EST,2010-Q3,4.656288565
EST,2010-Q4,6.356619602
EST,2011-Q1,7.037821333
EST,2011-Q2,7.716031061
EST,2011-Q3,7.933404404
EST,2011-Q4,5.677475232
EST,2012-Q1,4.19247132
EST,2012-Q2,3.49415799
EST,2012-Q3,2.302597156
EST,2012-Q4,3.245200186
EST,2013-Q1,3.127682175
EST,2013-Q2,1.617110917
EST,2013-Q3,0.860179795
EST,2013-Q4,-0.077656101
EST,2014-Q1,1.0782577
EST,2014-Q2,1.751805524
EST,2014-Q3,3.37277694
EST,2014-Q4,4.973341058
EST,2015-Q1,1.83531898
EST,2015-Q2,3.421855473
EST,2015-Q3,2.813994708
EST,2015-Q4,1.109257961
EST,2016-Q1,4.206456524
EST,2016-Q2,2.000615073
EST,2016-Q3,2.375348842
EST,2016-Q4,3.794324208
EST,2017-Q1,4.150613845
EST,2017-Q2,6.325982442
EST,2017-Q3,5.53104187
EST,2017-Q4,5.788772162
EST,2018-Q1,4.843948511
EST,2018-Q2,3.687958548
EST,2018-Q3,4.024761805
EST,2018-Q4,3.954152029
EST,2019-Q1,4.54629379
EST,2019-Q2,4.184224789
EST,2019-Q3,4.196398995
EST,2019-Q4,3.156881756
EST,2020-Q1,0.269641261
EST,2020-Q2,-5.924963172
EST,2020-Q3,-3.286845973
EST,2020-Q4,-1.554036058
EST,2021-Q1,3.241593678
EST,2021-Q2,12.141899257
EST,2021-Q3,9.279241116
EST,2021-Q4,8.36574666
IND,2008-Q1,8.53763
IND,2008-Q2,6.97469
IND,2008-Q3,6.00342
IND,2008-Q4,2.66643
IND,2009-Q1,0.16417
IND,2009-Q2,4.88252
IND,2009-Q3,6.63314
IND,2009-Q4,8.76762
IND,2010-Q1,13.69473
IND,2010-Q2,10.03998
IND,2010-Q3,10.47142
IND,2010-Q4,10.68164
IND,2011-Q1,9.85149
IND,2011-Q2,8.57394
IND,2011-Q3,5.4526
IND,2011-Q4,4.73925
IND,2012-Q1,4.27654
IND,2012-Q2,4.22122
IND,2012-Q3,6.09503
IND,2012-Q4,5.63357
IND,2013-Q1,5.86067
IND,2013-Q2,6.11797
IND,2013-Q3,5.9169
IND,2013-Q4,6.97856
IND,2014-Q1,6.51555
IND,2014-Q2,7.44604
IND,2014-Q3,7.68364
IND,2014-Q4,6.9807
IND,2015-Q1,7.53623
IND,2015-Q2,7.38077
IND,2015-Q3,7.4023
IND,2015-Q4,7.92964
IND,2016-Q1,9.22248
IND,2016-Q2,8.83648
IND,2016-Q3,9.31243
IND,2016-Q4,8.59625
IND,2017-Q1,6.37759
IND,2017-Q2,6.66849
IND,2017-Q3,5.9982
IND,2017-Q4,6.53708
IND,2018-Q1,7.95323
IND,2018-Q2,7.19391
IND,2018-Q3,6.89788
IND,2018-Q4,6.45084
IND,2019-Q1,5.33051
IND,2019-Q2,5.05816
IND,2019-Q3,4.67255
IND,2019-Q4,3.16319
IND,2020-Q1,2.12476
IND,2020-Q2,-23.37165
IND,2020-Q3,-5.29313
IND,2020-Q4,0.40786
IND,2021-Q1,1.70467
IND,2021-Q2,19.67751
IND,2021-Q3,9.08887
IND,2021-Q4,4.66686
IDN,2008-Q1,6.489999779
IDN,2008-Q2,6.289912044
IDN,2008-Q3,6.03268551
IDN,2008-Q4,5.268036997
IDN,2009-Q1,4.377535501
IDN,2009-Q2,4.184713243
IDN,2009-Q3,4.418183641
IDN,2009-Q4,5.809404705
IDN,2010-Q1,6.069826594
IDN,2010-Q2,6.472531235
IDN,2010-Q3,6.4123682
IDN,2010-Q4,6.546174025
IDN,2011-Q1,6.375803973
IDN,2011-Q2,6.14339868
IDN,2011-Q3,6.160300712
IDN,2011-Q4,6.008214143
IDN,2012-Q1,6.065492711
IDN,2012-Q2,6.106065177
IDN,2012-Q3,6.006377951
IDN,2012-Q4,5.945658868
IDN,2013-Q1,5.808421204
IDN,2013-Q2,5.602855181
IDN,2013-Q3,5.478579633
IDN,2013-Q4,5.349887928
IDN,2014-Q1,5.155754409
IDN,2014-Q2,5.09366633
IDN,2014-Q3,4.957701977
IDN,2014-Q4,4.826752957
IDN,2015-Q1,4.865017413
IDN,2015-Q2,4.79189894
IDN,2015-Q3,4.856752537
IDN,2015-Q4,4.989083425
IDN,2016-Q1,4.960176982
IDN,2016-Q2,5.079697663
IDN,2016-Q3,5.076209313
IDN,2016-Q4,5.015272579
IDN,2017-Q1,5.076892353
IDN,2017-Q2,5.032385164
IDN,2017-Q3,5.060341898
IDN,2017-Q4,5.1087707
IDN,2018-Q1,5.123550685
IDN,2018-Q2,5.151156891
IDN,2018-Q3,5.187300464
IDN,2018-Q4,5.232890436
IDN,2019-Q1,5.187925048
IDN,2019-Q2,5.196705303
IDN,2019-Q3,5.013895475
IDN,2019-Q4,4.689419702
IDN,2020-Q1,2.624274368
IDN,2020-Q2,-5.09617781
IDN,2020-Q3,-3.395214908
IDN,2020-Q4,-2.314009334
IDN,2021-Q1,-0.80884092
IDN,2021-Q2,7.505098097
IDN,2021-Q3,3.65276138
IDN,2021-Q4,4.67200981
ISR,2008-Q1,6.070431857
ISR,2008-Q2,4.421491775
ISR,2008-Q3,2.64689178
ISR,2008-Q4,0.4029305
ISR,2009-Q1,-0.452077805
ISR,2009-Q2,0.427370931
ISR,2009-Q3,1.354309762
ISR,2009-Q4,3.539421934
ISR,2010-Q1,4.984390288
ISR,2010-Q2,5.331412256
ISR,2010-Q3,5.496269778
ISR,2010-Q4,5.679996255
ISR,2011-Q1,5.765334255
ISR,2011-Q2,5.316295427
ISR,2011-Q3,6.311101958
ISR,2011-Q4,5.499512596
ISR,2012-Q1,4.497602772
ISR,2012-Q2,3.394900589
ISR,2012-Q3,2.134708637
ISR,2012-Q4,1.988897317
ISR,2013-Q1,2.930666649
ISR,2013-Q2,5.09200473
ISR,2013-Q3,5.300797614
ISR,2013-Q4,5.401843353
ISR,2014-Q1,5.088942666
ISR,2014-Q2,3.979461804
ISR,2014-Q3,3.756028861
ISR,2014-Q4,4.548456104
ISR,2015-Q1,3.454156328
ISR,2015-Q2,2.570040706
ISR,2015-Q3,1.73244618
ISR,2015-Q4,1.039977889
ISR,2016-Q1,1.948492468
ISR,2016-Q2,4.250607373
ISR,2016-Q3,5.438529654
ISR,2016-Q4,5.711113612
ISR,2017-Q1,4.886258793
ISR,2017-Q2,3.977461693
ISR,2017-Q3,4.24689507
ISR,2017-Q4,4.589956344
ISR,2018-Q1,5.643300961
ISR,2018-Q2,4.444061176
ISR,2018-Q3,3.762596357
ISR,2018-Q4,3.053370858
ISR,2019-Q1,3.317317153
ISR,2019-Q2,3.402018529
ISR,2019-Q3,3.616733048
ISR,2019-Q4,4.000849258
ISR,2020-Q1,1.587937629
ISR,2020-Q2,-8.150204595
ISR,2020-Q3,-1.503695991
ISR,2020-Q4,-0.470851229
ISR,2021-Q1,0.252512877
ISR,2021-Q2,14.801417168
ISR,2021-Q3,7.617108136
ISR,2021-Q4,9.236437787
RUS,2008-Q1,11.000110756
RUS,2008-Q2,8.940648
RUS,2008-Q3,5.001309203
RUS,2008-Q4,-1.557639212
RUS,2009-Q1,-7.484284221
RUS,2009-Q2,-9.397149205
RUS,2009-Q3,-7.64863958
RUS,2009-Q4,-3.511662307
RUS,2010-Q1,2.154681118
RUS,2010-Q2,4.651978456
RUS,2010-Q3,4.769842874
RUS,2010-Q4,4.951509523
RUS,2011-Q1,3.941124146
RUS,2011-Q2,3.938644678
RUS,2011-Q3,4.587798706
RUS,2011-Q4,4.536879263
RUS,2012-Q1,4.965895927
RUS,2012-Q2,4.382963645
RUS,2012-Q3,3.727480724
RUS,2012-Q4,2.558792794
RUS,2013-Q1,1.72108563
RUS,2013-Q2,1.673903609
RUS,2013-Q3,1.192806365
RUS,2013-Q4,1.708512002
RUS,2014-Q1,0.953200272
RUS,2014-Q2,1.095166405
RUS,2014-Q3,0.732738043
RUS,2014-Q4,-0.081162164
RUS,2015-Q1,-1.090179575
RUS,2015-Q2,-2.223591134
RUS,2015-Q3,-1.72172671
RUS,2015-Q4,-1.743892844
RUS,2016-Q1,-0.545475916
RUS,2016-Q2,0.179086243
RUS,2016-Q3,0.086290207
RUS,2016-Q4,1.172923142
RUS,2017-Q1,1.184664665
RUS,2017-Q2,1.828467195
RUS,2017-Q3,2.41722483
RUS,2017-Q4,1.600415896
RUS,2018-Q1,2.770876817
RUS,2018-Q2,2.635629215
RUS,2018-Q3,2.189001208
RUS,2018-Q4,2.84590986
RUS,2019-Q1,1.431307172
RUS,2019-Q2,3.149877706
RUS,2019-Q3,1.894762912
RUS,2019-Q4,0.764657988
RUS,2020-Q1,0.605141744
RUS,2020-Q2,-6.032287087
RUS,2020-Q3,-2.467576233
RUS,2020-Q4,-1.299478987
RUS,2021-Q1,-0.432061294
RUS,2021-Q2,7.569583717
RUS,2021-Q3,3.830445643
SVN,2008-Q1,5.142985423
SVN,2008-Q2,5.620524343
SVN,2008-Q3,2.926146078
SVN,2008-Q4,-1.126190481
SVN,2009-Q1,-6.92101374
SVN,2009-Q2,-9.491073359
SVN,2009-Q3,-8.735522386
SVN,2009-Q4,-5.302086393
SVN,2010-Q1,-1.11102289
SVN,2010-Q2,1.778603531
SVN,2010-Q3,1.788316143
SVN,2010-Q4,2.465277944
SVN,2011-Q1,3.258590395
SVN,2011-Q2,0.922438722
SVN,2011-Q3,0.460746336
SVN,2011-Q4,-0.047470109
SVN,2012-Q1,-1.301409406
SVN,2012-Q2,-2.550069903
SVN,2012-Q3,-2.161620803
SVN,2012-Q4,-4.146801827
SVN,2013-Q1,-3.357335306
SVN,2013-Q2,-1.308030396
SVN,2013-Q3,-1.495414525
SVN,2013-Q4,2.455153486
SVN,2014-Q1,2.346118854
SVN,2014-Q2,2.907579796
SVN,2014-Q3,3.512796608
SVN,2014-Q4,1.683544053
SVN,2015-Q1,2.091807246
SVN,2015-Q2,1.909432593
SVN,2015-Q3,1.943333465
SVN,2015-Q4,1.966498348
SVN,2016-Q1,2.515585745
SVN,2016-Q2,3.139788676
SVN,2016-Q3,3.382932207
SVN,2016-Q4,4.040378877
SVN,2017-Q1,4.828319598
SVN,2017-Q2,4.754451376
SVN,2017-Q3,4.668443486
SVN,2017-Q4,6.217522912
SVN,2018-Q1,4.579629351
SVN,2018-Q2,4.600708258
SVN,2018-Q3,4.961658012
SVN,2018-Q4,4.002025126
SVN,2019-Q1,4.377167097
SVN,2019-Q2,2.784818044
SVN,2019-Q3,2.882241668
SVN,2019-Q4,2.912943343
SVN,2020-Q1,-2.327754142
SVN,2020-Q2,-11.294522598
SVN,2020-Q3,-2.039022142
SVN,2020-Q4,-3.596104477
SVN,2021-Q1,2.600630833
SVN,2021-Q2,15.530510907
SVN,2021-Q3,4.671890321
SVN,2021-Q4,10.457623826
ZAF,2008-Q1,3.881015637
ZAF,2008-Q2,4.294531432
ZAF,2008-Q3,3.332733184
ZAF,2008-Q4,1.308885463
ZAF,2009-Q1,-0.684149216
ZAF,2009-Q2,-2.218810477
ZAF,2009-Q3,-2.225664366
ZAF,2009-Q4,-1.010038329
ZAF,2010-Q1,1.727313894
ZAF,2010-Q2,2.934508105
ZAF,2010-Q3,3.610598323
ZAF,2010-Q4,3.88212211
ZAF,2011-Q1,3.69531593
ZAF,2011-Q2,3.40765285
ZAF,2011-Q3,2.919288694
ZAF,2011-Q4,2.667733267
ZAF,2012-Q1,2.242809473
ZAF,2012-Q2,2.522475367
ZAF,2012-Q3,2.515111215
ZAF,2012-Q4,2.30420068
ZAF,2013-Q1,2.516995892
ZAF,2013-Q2,2.407849915
ZAF,2013-Q3,2.477104493
ZAF,2013-Q4,2.5397362
ZAF,2014-Q1,1.609781045
ZAF,2014-Q2,1.274154405
ZAF,2014-Q3,1.280322755
ZAF,2014-Q4,1.492299283
ZAF,2015-Q1,2.366630487
ZAF,2015-Q2,1.103366057
ZAF,2015-Q3,1.07302391
ZAF,2015-Q4,0.756699682
ZAF,2016-Q1,0.27304739
ZAF,2016-Q2,1.224121386
ZAF,2016-Q3,0.757951125
ZAF,2016-Q4,0.408272378
ZAF,2017-Q1,0.64192753
ZAF,2017-Q2,1.093464986
ZAF,2017-Q3,1.291712289
ZAF,2017-Q4,1.603878997
ZAF,2018-Q1,1.540331782
ZAF,2018-Q2,0.821242457
ZAF,2018-Q3,1.992085082
ZAF,2018-Q4,1.808436686
ZAF,2019-Q1,0.511137634
ZAF,2019-Q2,1.205668312
ZAF,2019-Q3,-0.099584048
ZAF,2019-Q4,-0.393960609
ZAF,2020-Q1,0.538444852
ZAF,2020-Q2,-17.026338633
ZAF,2020-Q3,-5.721402605
ZAF,2020-Q4,-3.191383868
ZAF,2021-Q1,-2.358307646
ZAF,2021-Q2,19.329407893
ZAF,2021-Q3,3.086999515
ZAF,2021-Q4,1.851920697
LVA,2008-Q1,4.804052345
LVA,2008-Q2,-0.997982287
LVA,2008-Q3,-6.759710882
LVA,2008-Q4,-7.944385376
LVA,2009-Q1,-13.061165841
LVA,2009-Q2,-14.897554368
LVA,2009-Q3,-15.785891556
LVA,2009-Q4,-13.440179534
LVA,2010-Q1,-10.734774304
LVA,2010-Q2,-6.041191529
LVA,2010-Q3,-1.383965951
LVA,2010-Q4,-0.749906376
LVA,2011-Q1,-1.569615118
LVA,2011-Q2,2.630387567
LVA,2011-Q3,4.573902239
LVA,2011-Q4,3.809552947
LVA,2012-Q1,10.591413586
LVA,2012-Q2,6.291332739
LVA,2012-Q3,6.05133144
LVA,2012-Q4,6.434943076
LVA,2013-Q1,1.580712795
LVA,2013-Q2,2.101129098
LVA,2013-Q3,2.155566486
LVA,2013-Q4,2.517032439
LVA,2014-Q1,2.143863829
LVA,2014-Q2,2.745191091
LVA,2014-Q3,1.807946483
LVA,2014-Q4,1.470082369
LVA,2015-Q1,3.042606352
LVA,2015-Q2,3.987401993
LVA,2015-Q3,4.296064518
LVA,2015-Q4,3.575696334
LVA,2016-Q1,3.991204662
LVA,2016-Q2,1.463137452
LVA,2016-Q3,0.905394332
LVA,2016-Q4,2.26570699
LVA,2017-Q1,2.0081334
LVA,2017-Q2,3.803245412
LVA,2017-Q3,3.919390923
LVA,2017-Q4,3.40210026
LVA,2018-Q1,3.362650543
LVA,2018-Q2,3.844151835
LVA,2018-Q3,4.624575129
LVA,2018-Q4,4.908201546
LVA,2019-Q1,4.562684421
LVA,2019-Q2,3.012370212
LVA,2019-Q3,1.370829957
LVA,2019-Q4,0.832914572
LVA,2020-Q1,-1.645697983
LVA,2020-Q2,-8.676329127
LVA,2020-Q3,-3.042164202
LVA,2020-Q4,-1.687498989
LVA,2021-Q1,-0.402199114
LVA,2021-Q2,10.129486749
LVA,2021-Q3,4.819800742
LVA,2021-Q4,2.721539359
COL,2008-Q1,5.428384525
COL,2008-Q2,4.220852149
COL,2008-Q3,3.273055384
COL,2008-Q4,0.343572334
COL,2009-Q1,-0.082702426
COL,2009-Q2,0.896871277
COL,2009-Q3,0.628701179
COL,2009-Q4,3.12617342
COL,2010-Q1,3.925804178
COL,2010-Q2,4.264609065
COL,2010-Q3,4.224504306
COL,2010-Q4,5.539974912
COL,2011-Q1,6.528055188
COL,2011-Q2,6.799903061
COL,2011-Q3,7.977002894
COL,2011-Q4,6.486368449
COL,2012-Q1,5.868143142
COL,2012-Q2,4.831839416
COL,2012-Q3,2.412794199
COL,2012-Q4,2.636436175
COL,2013-Q1,2.997261508
COL,2013-Q2,5.123986034
COL,2013-Q3,6.10310004
COL,2013-Q4,6.292871885
COL,2014-Q1,6.108812634
COL,2014-Q2,3.856147362
COL,2014-Q3,4.086042985
COL,2014-Q4,3.999239237
COL,2015-Q1,3.211524142
COL,2015-Q2,3.346304619
COL,2015-Q3,3.581204712
COL,2015-Q4,1.70591544
COL,2016-Q1,2.619322353
COL,2016-Q2,1.925610093
COL,2016-Q3,1.345975138
COL,2016-Q4,2.468364276
COL,2017-Q1,0.784186195
COL,2017-Q2,1.650324056
COL,2017-Q3,1.629109709
COL,2017-Q4,1.37259641
COL,2018-Q1,2.073998836
COL,2018-Q2,2.400396518
COL,2018-Q3,2.918046144
COL,2018-Q4,2.857283826
COL,2019-Q1,3.13611725
COL,2019-Q2,3.378192047
COL,2019-Q3,3.260055372
COL,2019-Q4,2.974125277
COL,2020-Q1,0.712815912
COL,2020-Q2,-16.528836861
COL,2020-Q3,-8.674749094
COL,2020-Q4,-3.606480926
COL,2021-Q1,1.150029308
COL,2021-Q2,18.215757864
COL,2021-Q3,13.948905811
COL,2021-Q4,10.839385464
LTU,2008-Q1,6.585479065
LTU,2008-Q2,4.632293064
LTU,2008-Q3,0.632081125
LTU,2008-Q4,-1.856479311
LTU,2009-Q1,-14.054785481
LTU,2009-Q2,-15.751751485
LTU,2009-Q3,-14.33738537
LTU,2009-Q4,-14.592243168
LTU,2010-Q1,-1.235070768
LTU,2010-Q2,1.343872467
LTU,2010-Q3,1.37361927
LTU,2010-Q4,4.915146302
LTU,2011-Q1,6.104491322
LTU,2011-Q2,6.275262589
LTU,2011-Q3,6.720973164
LTU,2011-Q4,5.383491755
LTU,2012-Q1,3.960376346
LTU,2012-Q2,3.158224434
LTU,2012-Q3,4.383377986
LTU,2012-Q4,3.714949749
LTU,2013-Q1,3.78270121
LTU,2013-Q2,4.236259346
LTU,2013-Q3,2.877383702
LTU,2013-Q4,3.711943344
LTU,2014-Q1,4.233511841
LTU,2014-Q2,3.772739048
LTU,2014-Q3,3.399634554
LTU,2014-Q4,2.512984298
LTU,2015-Q1,1.771697931
LTU,2015-Q2,1.917660442
LTU,2015-Q3,2.204382507
LTU,2015-Q4,2.141803696
LTU,2016-Q1,2.332386607
LTU,2016-Q2,2.210069508
LTU,2016-Q3,2.553197563
LTU,2016-Q4,3.474943229
LTU,2017-Q1,4.075794324
LTU,2017-Q2,4.280380578
LTU,2017-Q3,4.328639126
LTU,2017-Q4,3.99180947
LTU,2018-Q1,3.69013551
LTU,2018-Q2,4.053795252
LTU,2018-Q3,3.879282779
LTU,2018-Q4,4.277006181
LTU,2019-Q1,4.843621918
LTU,2019-Q2,4.817235092
LTU,2019-Q3,4.330364917
LTU,2019-Q4,4.336178399
LTU,2020-Q1,3.645789768
LTU,2020-Q2,-3.570306866
LTU,2020-Q3,-0.224201793
LTU,2020-Q4,0.037879394
LTU,2021-Q1,1.006985271
LTU,2021-Q2,8.588348851
LTU,2021-Q3,5.284040935
LTU,2021-Q4,4.971365486
BGR,2008-Q1,7.152360148
BGR,2008-Q2,6.353967719
BGR,2008-Q3,6.202699595
BGR,2008-Q4,4.464984468
BGR,2009-Q1,-1.628901117
BGR,2009-Q2,-2.723865964
BGR,2009-Q3,-2.978527153
BGR,2009-Q4,-6.281237016
BGR,2010-Q1,-0.749418992
BGR,2010-Q2,0.833135096
BGR,2010-Q3,0.732494948
BGR,2010-Q4,4.864176676
BGR,2011-Q1,3.485476789
BGR,2011-Q2,2.815458445
BGR,2011-Q3,2.141116358
BGR,2011-Q4,1.023940589
BGR,2012-Q1,1.653911667
BGR,2012-Q2,0.407631619
BGR,2012-Q3,0.078673928
BGR,2012-Q4,-0.129922031
BGR,2013-Q1,-1.07565031
BGR,2013-Q2,-1.011627112
BGR,2013-Q3,-0.37371675
BGR,2013-Q4,0.085834332
BGR,2014-Q1,0.322939447
BGR,2014-Q2,1.160649356
BGR,2014-Q3,1.147620778
BGR,2014-Q4,1.9044714
BGR,2015-Q1,2.983189354
BGR,2015-Q2,3.061616256
BGR,2015-Q3,3.780583292
BGR,2015-Q4,3.512579082
BGR,2016-Q1,3.276198245
BGR,2016-Q2,3.31786801
BGR,2016-Q3,2.69518726
BGR,2016-Q4,3.010632825
BGR,2017-Q1,2.819037214
BGR,2017-Q2,2.751627698
BGR,2017-Q3,2.95423947
